1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	6	9	9	9	9	9	9	9	9	3	8	8	8	8	8	8	8	8	8	2	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	6	9	9	9	9	9	9	9	9	3	8	8	8	8	8	8	8	8	8	2	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	6	9	9	9	9	9	9	9	9	3	8	8	8	8	8	8	8	8	8	2	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	6	9	9	9	9	9	9	9	9	3	8	8	8	8	8	8	8	8	8	2	0	0	0	0	0	0	0
2	8	8	8	8	8	8	8	8	8	8	5	9	9	9	9	9	9	9	9	9	9	6	4	4	6	9	9	9	9	9	9	9	9	3	8	8	8	8	8	8	8	8	8	2	0	0	0	0	0	0	0
2	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	7	12	12	12	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	3	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	9	9	9	9	9	9	9	9	9	9	3
2	7	12	12	12	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	3	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	9	9	9	9	9	9	9	9	9	9	3
2	7	12	12	12	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	3	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	9	9	9	9	9	9	9	9	9	9	3
2	7	12	12	12	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	3	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	9	9	9	9	9	9	9	9	9	9	3
2	7	12	12	12	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	3	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	9	9	9	9	9	9	9	9	9	9	3
2	7	12	12	12	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	3	11	11	11	11	11	11	11	11	11	11	11	11	11	11	3	9	9	9	9	9	9	9	9	9	9	3
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	5	13	13	13	13	13	13	13	13	13	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	5	13	13	13	13	13	13	13	13	13	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	5	13	13	13	13	13	13	13	13	13	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	5	13	13	13	13	13	13	13	13	13	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	4	4	5	13	13	13	13	13	13	13	13	13	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
